,USY8137FAQ10 Corp,XS1266590089 Corp,XS1627597955 Corp,XS2030531938 Corp,USG84228EH74 Corp,XS1751792836 Corp,XS2071413483 Corp,XS2099273737 Corp,XS2106329134 Corp,XS2016067303 Corp,USG85381AE48 Corp,XS1526108235 Corp,XS1808311424 Corp,XS2100664544 Corp,XS1506085114 Corp,USY267BJGT59 Corp,XS2082380515 Corp,XS2098881654 Corp,USY2R27RAB56 Corp,XS1587867539 Corp,XS2132420758 Corp,XS2079668609 Corp,XS1642686676 Corp,XS2201937211 Corp,USY59505AA82 Corp,XS2215399317 Corp,USY2R40TAB40 Corp,XS2205566206 Corp,USY59501AA78 Corp,XS1719264324 Corp,USY708CHAA88 Corp,XS2189303873 Corp,USG61759AA70 Corp,XS1981089284 Corp,XS1981973941 Corp
,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,59.907,46.836,84.37,90.461,,21.558,,,76.14,,,54.0,95.392,84.341,61.539,,74.102,77.773,86.196,72.539,,87.38,,,57.149,,76.652,,54.195,90.783,58.142,,71.834,93.583,22.587
2020-04-07,59.036,46.958,84.443,90.559,,21.557,,,76.183,,,54.0,95.503,84.243,61.539,,74.102,77.875,86.039,72.494,,85.111,,,57.149,,82.544,,58.164,90.821,58.136,,71.827,94.06,22.588
2020-04-08,59.322,48.99,84.967,90.941,,21.558,,,76.305,,,54.0,95.567,84.229,61.539,,74.102,78.842,88.566,72.622,,85.035,81.0,,57.149,,82.227,,58.164,90.857,58.136,,71.822,94.141,22.569
2020-04-09,61.548,49.584,84.971,92.319,,21.584,,,76.562,,,54.0,95.732,85.432,61.539,,74.102,78.392,88.75,72.707,,85.069,,,57.149,,84.694,,58.164,90.862,58.136,,71.822,94.183,22.604
2020-04-10,,,,,,,,,,,,,,84.873,,,,,,,,,,,,,,,,,,,,,
2020-04-13,63.613,50.532,84.98,,,21.5,,,77.253,,,54.078,95.741,85.475,61.539,,74.102,78.392,88.616,72.961,,84.805,86.75,,57.149,,84.512,,58.164,90.624,58.12,,71.822,94.225,22.603
2020-04-14,65.765,50.552,92.802,94.598,,21.513,,,85.528,,,54.0,95.771,86.803,61.539,,74.102,79.755,90.387,81.998,,79.334,,,71.579,,89.311,,60.857,90.794,57.099,,60.534,99.017,22.638
2020-04-15,65.693,50.553,94.655,94.924,,21.674,,,87.632,,,54.0,95.868,88.795,69.244,,74.102,79.25,90.853,83.941,,80.048,,,72.154,,91.639,,65.895,90.808,57.099,,60.534,99.082,22.637
2020-04-16,65.597,50.552,94.127,94.947,,22.214,,,87.714,,,54.0,100.701,88.693,68.954,33.222,,83.5,89.719,83.306,,82.5,,,65.25,,90.3,,66.293,90.999,57.71,,60.537,99.152,22.598
2020-04-17,65.789,50.75,94.178,95.185,,21.673000000000002,,,88.02,67.317,,54.0,100.695,90.257,69.763,30.619,,87.583,89.732,83.368,,83.649,,,65.25,,90.271,,67.499,91.289,57.221,,62.549,100.028,22.818
2020-04-20,65.57,51.61,95.33,95.875,,21.655,,,89.863,67.317,,54.0,100.696,91.627,73.114,29.407,,89.083,91.837,83.384,,82.423,,,67.153,,92.308,,65.984,91.48,57.217,,61.312,100.021,22.816
2020-04-21,64.976,52.834,95.313,95.643,,21.777,,,89.58,67.317,,54.0,100.7,90.999,73.114,29.103,,86.839,91.946,80.528,,82.423,85.0,,61.961,,92.494,,60.621,91.102,57.217,,61.316,100.052,22.539
2020-04-22,63.497,54.342,92.009,95.154,,21.658,,,84.4,,,54.0,100.692,90.771,69.618,29.103,,86.631,91.869,78.342,,82.396,,,61.961,,92.359,,60.705,91.1,54.849,,61.316,96.603,22.655
2020-04-23,63.681,55.664,91.934,95.202,,21.658,,,84.328,,,54.0,100.683,91.118,69.504,25.207,,86.631,91.934,77.624,,81.885,,,61.446,,91.476,,62.369,91.047,53.037,,61.448,96.729,22.655
2020-04-24,63.156,56.956,92.088,95.329,,21.646,,,84.477,,,54.0,100.654,91.153,69.828,24.794,,86.583,91.942,77.963,,81.886,,,62.065,,90.524,,61.896,91.155,54.624,,61.273,97.013,22.655
2020-04-27,61.683,58.731,92.493,95.679,,20.866,,,84.873,,,44.543,100.659,91.949,68.596,26.525,,86.61,89.647,78.571,,81.666,,,63.197,,90.306,,62.839,91.054,54.624,,61.04,97.01,22.654
2020-04-28,61.25,63.839,92.681,95.74,,21.717,,,84.997,,,44.528,100.715,91.927,69.112,25.172,,86.264,89.074,78.969,,81.17,,,63.094,,88.704,,62.541,91.148,52.614,,,97.982,22.647
2020-04-29,60.483,63.578,92.698,96.061,,22.052,,,85.013,,,44.098,100.751,91.79,69.112,24.968,,86.586,89.094,79.813,,81.17,90.95,,63.094,,87.549,,62.541,91.012,52.614,,,98.199,22.646
2020-04-30,60.081,62.789,93.08,,,21.733,,,85.761,,,44.073,100.758,91.792,69.278,25.657,,86.61,88.943,81.775,,81.17,,,63.094,,87.725,,62.541,90.289,52.242,,,98.651,22.646
2020-05-01,60.288,61.356,93.226,,,22.048,,,85.703,,,44.056,100.799,92.143,69.184,26.105,,86.583,88.743,81.974,,81.037,,,63.026,,87.84,,61.812,91.511,52.458,,,98.723,22.644
2020-05-04,59.348,61.072,92.884,95.91,,22.209,,,85.192,,,44.096,100.78,91.685,69.261,26.105,,86.667,88.709,79.715,,81.151,87.88,,63.026,,86.255,,61.812,91.44,52.539,,,98.31,22.524
2020-05-05,57.56,61.952,92.8,95.927,,22.076,,,85.202,,,44.245,100.804,91.667,70.123,27.75,,86.667,88.64,80.013,,81.667,,,63.026,,87.197,,65.25,90.79,53.107,,,98.184,22.481
2020-05-06,55.964,61.952,93.152,95.927,,21.716,,,86.004,,,44.241,101.245,91.873,69.595,29.272,,86.242,89.127,81.197,,81.633,,,69.177,,87.631,,68.817,91.112,52.008,,,98.504,22.537
2020-05-07,55.0,61.952,93.421,95.946,,21.719,,,86.346,,,44.241,101.206,92.781,69.707,29.283,,86.242,86.215,83.36,,81.673,,,68.437,,84.825,,68.085,91.156,51.122,,,98.822,22.526
2020-05-08,54.325,60.725,93.866,96.172,,21.72,,,86.733,,,44.247,101.175,93.75,69.635,29.345,,86.233,86.241,83.779,,81.795,93.42,,69.34,,85.671,,68.332,91.361,51.121,,,99.564,22.526
2020-05-11,53.498,58.27,95.624,96.431,,22.049,,,88.996,,,44.241,101.202,94.875,69.733,36.625,,85.886,87.772,85.388,,81.698,90.55,,70.01,,85.883,,68.87,90.62,51.131,,,100.705,22.514
2020-05-12,53.052,58.27,95.81,96.559,,21.728,,,89.38,,,44.241,101.174,96.764,69.733,36.167,,85.886,87.853,85.744,,82.277,92.0,,71.5,,87.6,,69.646,88.409,51.14,,,101.119,22.498
2020-05-13,51.856,58.27,95.353,96.569,,21.66,,,89.079,,,41.666,101.176,96.25,69.733,36.0,,85.886,87.887,85.693,,82.572,93.75,,73.212,,88.394,,69.879,88.491,55.306,,,101.195,22.598
2020-05-14,50.168,58.27,95.35,96.478,,22.252,,,88.531,,,41.666,101.213,96.083,69.733,36.0,,86.165,87.98,84.559,,82.559,,,73.212,,88.804,,69.879,88.533,55.304,,,100.799,22.85
2020-05-15,48.987,65.0,95.202,96.327,,22.248,,,88.539,,,40.982,101.215,96.225,69.45,33.847,,86.255,89.427,84.509,,82.489,,,76.624,,88.641,,73.387,88.971,55.304,,,100.786,22.813
2020-05-18,48.959,65.0,94.945,96.659,,22.25,,,88.186,,,40.954,101.217,96.556,70.125,33.95,,86.048,90.814,83.043,,82.488,,,77.72,,88.97,,75.113,88.982,55.3,,,100.596,23.992
2020-05-19,52.8,65.0,95.974,96.725,,22.099,,,89.01,,,40.957,101.228,97.265,73.05,33.401,,86.053,91.017,83.985,,82.491,,,84.097,,91.083,,82.991,89.228,55.221,,,101.265,23.992
2020-05-20,59.118,65.0,96.022,96.736,,22.098,,,89.095,,,51.0,101.236,97.265,73.05,33.667,,87.698,93.304,84.32,,82.491,94.0,,84.097,,91.108,,83.688,85.636,55.221,,,101.266,22.674
2020-05-21,60.404,65.0,96.298,96.843,,22.1,,,89.126,40.613,,51.0,101.268,97.25,75.406,33.895,,86.719,93.893,85.288,,82.492,95.875,,87.779,,93.118,,83.688,90.019,55.222,,,101.469,22.326
2020-05-22,59.134,66.781,96.28,96.693,,22.1,,,89.12,40.34,,51.0,101.269,96.916,75.406,33.895,,86.886,93.895,85.283,,82.495,,,87.779,,93.122,,83.688,87.969,55.222,,,101.46,22.524
2020-05-25,,,,96.659,,,,,,,,,,96.5,,,,86.903,,,,,,,,,,,,,,,,,
2020-05-26,57.115,67.178,96.247,96.529,,22.094,,,89.117,40.068,,51.0,101.277,96.5,75.217,33.895,,89.811,94.572,83.479,,87.364,95.75,,84.757,,92.937,,83.921,87.864,55.228,,,101.434,22.511
2020-05-27,57.13,66.782,94.33,96.498,,22.094,,,88.298,36.331,,51.0,101.288,96.594,75.757,34.1,,89.831,95.128,83.237,,89.794,,,85.148,,93.294,,83.774,,55.997,,,100.628,22.879
2020-05-28,57.183,66.782,94.06,96.918,,22.096,,,88.22,34.552,,51.0,101.297,96.531,75.757,34.139,,89.894,94.263,83.259,,89.794,,,85.148,,92.849,,84.318,,56.007,,,100.632,22.884
2020-05-29,57.182,66.782,93.824,97.429,,22.097,,,87.814,33.518,,51.0,101.299,96.417,76.457,35.301,,91.5,95.715,82.594,,90.613,,,85.483,,93.06,,84.998,,56.065,,,99.796,23.677
2020-06-01,56.497,,93.416,97.495,,22.098,,,88.658,32.704,,51.0,101.311,96.708,76.551,34.358,,91.59,94.858,83.036,,90.649,,,85.483,,93.281,,86.65,,56.169,,,99.849,23.765
2020-06-02,56.851,,95.09,97.759,,22.094,,,89.417,32.973,,39.591,101.323,96.708,76.974,34.358,,91.48,95.235,83.262,,90.632,,,90.309,,93.173,,88.85,,56.187,,,99.85,22.871
2020-06-03,59.388,,96.311,97.682,,22.286,,,92.301,35.471,,39.588,101.353,96.875,83.142,34.358,,94.214,95.007,85.394,,90.492,,,94.891,,92.832,,92.316,,64.0,,,100.981,23.267
2020-06-04,63.939,76.302,96.428,98.246,,22.286,,,92.31,35.921,,39.555,101.36,97.125,83.65,34.603,,95.417,95.696,85.679,,93.205,,,,,93.864,,92.91,,66.504,,,100.645,22.972
2020-06-05,64.527,76.302,97.577,98.484,,22.286,,,92.351,38.804,,39.553,101.389,97.667,85.053,45.947,,96.084,96.067,85.515,,92.98,96.5,,,,94.728,,94.263,,68.958,,,101.299,23.924
2020-06-08,67.577,76.023,98.597,98.849,,22.213,,,94.263,38.568,,40.591,101.396,98.219,88.576,49.279,,97.75,98.02,87.349,,95.251,,,,,97.571,,98.285,,71.828,,64.49,102.351,23.897
2020-06-09,70.994,76.039,98.073,99.184,,22.165,,,94.238,40.191,,40.534,101.406,98.292,88.576,48.579,,97.75,98.238,85.926,,95.513,,,,,97.396,,95.892,89.216,71.491,,70.0,102.34,22.836
2020-06-10,69.439,76.037,98.037,99.274,,22.167,,,93.891,40.341,,40.612,101.426,98.458,86.631,49.625,,96.55,98.626,85.978,,97.152,95.875,,,,97.932,,96.22,89.973,70.191,,69.052,102.477,22.624
2020-06-11,67.961,76.039,98.023,99.307,,22.164,,,93.824,39.51,,40.795,101.45,98.375,86.631,50.771,,97.667,96.717,85.852,,95.5,,,,,97.904,,91.373,89.745,70.191,,69.052,102.437,22.469
2020-06-12,64.737,76.035,97.289,99.039,,22.165,,,91.52,37.483,,40.938,101.455,97.917,82.821,59.85,,96.284,97.907,85.835,,95.48,,,90.597,,96.929,,90.307,90.164,70.191,100.092,68.503,102.448,22.941
2020-06-15,63.605,74.318,96.828,98.918,,22.166,,,91.454,38.966,,41.313,101.452,98.042,82.31,57.652,,96.175,97.18,84.206,,95.438,,,90.574,,95.726,,89.195,90.166,70.191,99.819,68.498,101.583,29.27
2020-06-16,65.971,74.328,97.673,98.931,,22.167,97.65,,91.542,38.277,,41.419,101.416,98.375,83.368,60.694,,96.435,97.872,84.68,,95.437,,,90.14,,96.689,,90.479,89.318,70.181,100.008,67.699,102.017,22.923000000000002
2020-06-17,66.665,75.151,98.632,98.918,,22.16,98.5,,92.369,31.127,,41.531,101.437,98.458,85.14,60.603,,97.05,97.399,84.981,,95.483,,,93.779,,96.835,,94.014,89.375,70.892,100.116,68.643,102.042,22.76
2020-06-18,66.782,74.48,98.436,98.834,99.865,22.419,,,92.096,31.5,,41.746,101.457,98.542,85.049,60.46,,96.133,97.678,84.842,,95.529,,,93.157,,96.765,,93.136,89.585,69.482,100.396,69.233,102.056,29.25
2020-06-19,66.771,74.471,98.449,98.881,100.3,22.158,,,92.144,34.15,,41.84,101.463,99.25,84.959,60.46,,96.346,98.038,85.139,,95.296,,,93.497,,96.637,,93.314,89.585,69.476,100.708,69.326,102.389,29.25
2020-06-22,70.385,74.472,99.475,98.922,99.89,22.159,,,93.219,36.488,,42.116,101.473,99.25,83.894,67.042,,96.492,98.156,85.177,,97.508,,,93.551,,97.275,,93.549,89.787,68.641,100.583,69.326,102.399,29.25
2020-06-23,70.096,74.488,99.498,98.922,100.125,22.156,,,93.469,37.894,,42.338,101.482,99.792,82.864,66.552,,96.492,99.201,85.186,,97.525,,,94.63,,97.722,,95.376,89.65,68.65,100.917,69.166,102.814,29.25
2020-06-24,70.041,74.488,99.51,98.922,99.7,22.249,,,93.305,37.688,,42.471,101.508,99.958,82.864,66.687,,96.492,99.287,84.32,,97.569,,,94.898,,99.203,,95.441,90.518,68.501,100.979,69.331,102.827,29.25
2020-06-25,69.998,74.488,99.559,,99.75,22.248,,,93.311,,,42.619,101.553,99.875,82.604,66.526,,97.806,99.249,84.389,101.821,97.542,,,94.441,,99.156,,95.411,90.108,68.498,100.934,69.395,102.738,29.25
2020-06-26,69.946,72.762,99.54,99.236,99.8,22.167,,,93.277,37.972,,42.872,101.552,99.75,82.604,65.602,,96.49,98.378,84.376,101.833,96.351,94.75,,94.535,,99.433,,94.385,90.011,68.498,100.828,69.47,102.664,29.212
2020-06-29,69.823,72.762,99.53,98.961,99.742,22.42,,,92.354,38.117,,28.266,101.546,99.875,79.808,64.915,,97.887,97.859,83.083,101.583,94.774,94.0,,92.995,,97.599,,92.821,90.011,68.482,100.469,70.845,102.602,27.765
2020-06-30,70.27,71.895,99.01,99.069,100.05,22.105,,,92.056,38.209,,28.264,101.531,99.875,79.554,67.349,,97.497,97.372,82.57,101.367,94.736,93.25,,93.179,,97.441,,92.572,90.694,68.477,100.688,68.943,102.177,27.198
2020-07-01,70.22,71.895,99.146,99.073,100.35,22.105,,,92.031,38.629,,28.281,101.524,99.75,79.4,71.637,,96.568,97.457,82.574,101.367,94.67,,,93.226,,96.09,,92.502,90.52,68.467,100.708,68.846,102.14,27.541
2020-07-02,70.871,75.552,99.136,99.059,101.0,22.105,,,92.403,37.939,,28.722,101.521,100.612,80.728,70.7,,97.402,97.353,84.126,101.708,94.733,,,93.177,,96.928,,92.562,90.004,68.569,101.417,68.943,102.391,27.378
2020-07-03,,,,99.068,,,,,,38.308,,,,100.958,,,,96.859,,,101.958,,,,,,,,,90.24,,101.583,,,
2020-07-06,73.976,75.994,99.248,99.144,101.225,22.223,,,92.443,38.609,,28.266,101.529,101.375,80.734,68.5,,97.625,97.681,86.071,102.062,97.281,,,95.175,,97.093,,95.37,89.857,68.726,101.875,68.636,103.332,26.716
2020-07-07,76.586,79.403,100.368,99.332,100.77,17.354,,,92.505,38.609,,28.268,101.561,101.625,81.054,68.476,,97.887,97.794,86.533,102.104,97.344,93.5,,95.227,,96.684,,95.574,89.928,68.672,101.958,72.0,103.353,26.7
2020-07-08,76.395,79.899,100.415,99.332,100.68,17.355,,,94.43,38.791,,28.281,101.583,101.792,81.054,67.109,,97.937,95.689,86.453,102.25,96.681,94.53,,95.187,,96.694,,95.183,89.692,68.667,101.875,71.124,103.332,26.699
2020-07-09,76.542,80.669,100.419,99.31,99.875,17.338,,,94.385,39.432,,28.302,101.613,101.958,80.014,67.067,,97.937,95.626,86.422,102.25,96.728,95.25,99.238,95.227,,97.043,,95.262,90.175,69.498,101.812,71.124,103.349,26.752
2020-07-10,75.459,80.025,100.007,99.733,99.44,17.318,,,94.309,40.114,,27.717,101.516,102.042,79.075,63.856,,97.898,95.461,85.794,102.458,96.648,96.0,99.146,94.232,,96.443,,95.153,90.465,69.448,101.708,71.012,103.308,26.753
2020-07-13,75.061,80.231,100.158,100.047,99.7,18.643,,,93.119,40.554,,27.484,101.519,102.0,75.967,63.835,,97.634,96.294,85.898,102.438,96.729,96.0,98.981,93.139,,96.78,,93.403,89.827,69.446,101.792,71.012,103.296,26.874
2020-07-14,73.519,80.547,100.141,100.072,,18.62,,,93.048,40.182,,27.501,101.512,101.906,77.5,60.908,,97.7,96.275,85.865,102.5,97.166,,98.815,92.539,,96.757,,92.532,89.85,69.373,101.594,70.626,103.278,26.763
2020-07-15,73.017,81.094,100.124,100.132,100.125,18.605,,,92.428,40.432,100.477,27.516,101.525,101.833,78.691,60.495,,97.044,95.757,85.916,102.75,97.161,,98.798,93.349,,96.723,,93.193,89.893,65.804,101.667,70.741,103.247,26.753
2020-07-16,72.407,81.698,99.848,100.157,100.28,16.143,,,92.41,40.366,100.495,27.767,101.512,101.969,79.341,58.519,,97.173,95.761,86.683,102.917,97.435,,98.827,93.476,,96.857,100.333,93.849,89.893,65.785,101.667,70.641,103.259,26.766
2020-07-17,72.42,82.661,99.843,100.208,,16.144,,,92.45,40.627,100.474,27.714,101.521,102.15,79.29,58.58,,97.775,95.718,86.712,102.917,97.407,96.25,99.092,93.596,,96.772,100.521,94.458,89.395,65.778,101.792,71.413,103.23,26.754
2020-07-20,72.856,83.487,99.866,100.181,101.363,16.147,,,92.542,40.879,100.507,27.714,101.516,102.167,80.191,65.667,,97.577,95.795,86.714,103.125,97.451,,99.202,93.716,,96.74,100.438,94.517,90.091,65.767,101.958,71.409,103.063,26.757
2020-07-21,75.741,83.06,99.887,100.45,102.075,16.143,,90.991,93.46,40.81,101.07,27.654,101.562,102.531,81.348,62.786,,97.384,95.945,86.741,103.516,97.492,,99.487,93.754,,97.02,100.988,96.633,90.091,65.76,102.167,71.034,103.599,26.786
2020-07-22,77.467,83.032,100.334,100.244,101.84,16.145,,91.228,93.533,40.81,101.021,27.714,101.558,102.875,81.854,62.776,,96.888,96.027,87.442,103.675,97.464,,99.738,95.653,,97.032,100.988,97.149,89.893,65.756,102.25,71.555,103.733,26.774
2020-07-23,77.641,85.952,100.636,100.456,102.57,16.147,,92.908,93.572,41.512,101.213,27.714,101.58,103.083,81.854,53.4,,96.866,96.011,88.355,103.969,97.482,,100.187,95.671,,97.093,100.988,98.371,90.174,65.755,102.667,74.0,102.708,26.776
2020-07-24,77.191,85.952,100.547,100.833,,16.143,,92.908,94.041,41.512,101.233,30.709,101.614,103.083,83.624,53.4,,97.287,95.981,88.365,103.875,97.469,,100.229,95.661,,97.028,100.975,98.349,90.174,65.755,102.458,75.328,104.148,26.767
2020-07-27,77.059,87.026,100.531,101.095,101.625,16.143,,93.026,93.452,41.57,101.263,37.185,101.612,103.0,83.424,59.521,,96.942,96.655,88.373,103.7,98.242,99.25,100.095,96.427,,97.084,101.375,98.178,90.174,65.743,102.417,75.462,103.958,26.769
2020-07-28,78.667,87.026,100.533,101.087,,16.143,100.25,92.685,93.479,41.512,101.941,37.331,101.614,103.0,83.615,61.578,,96.715,96.591,88.415,103.417,98.312,,100.009,96.485,,97.768,101.5,98.354,90.252,65.62,102.417,75.502,103.978,26.766
2020-07-29,78.757,87.279,100.555,101.087,101.125,16.148,,92.594,93.681,41.935,101.399,37.37,101.61,103.031,83.788,62.514,,96.671,97.799,88.45,103.314,97.792,98.7,100.131,97.434,,98.253,101.917,98.707,90.368,65.505,102.55,75.063,104.004,26.766
2020-07-30,80.289,87.279,100.759,101.095,101.225,16.143,,92.594,93.581,42.198,101.26,37.416,101.615,103.042,84.202,62.875,,96.76,97.917,88.51,103.127,98.512,,100.058,97.507,,98.423,101.75,98.917,90.037,65.643,102.469,73.788,104.049,26.765
2020-07-31,80.172,87.279,100.756,101.267,101.48,16.145,,92.594,93.581,42.191,101.882,37.445,101.608,103.25,84.202,65.008,,96.818,98.039,88.39,103.168,98.41,,100.013,97.862,,98.569,101.75,99.116,90.219,65.605,102.583,73.792,104.116,26.765
2020-08-03,80.445,87.279,100.753,101.223,101.319,16.146,,93.334,93.594,42.191,102.152,37.52,101.618,103.333,84.202,66.035,,96.182,97.948,88.507,103.282,98.873,98.53,100.045,97.934,,98.52,101.662,98.96,92.565,65.604,102.5,74.172,103.565,26.78
2020-08-04,80.73,87.279,100.415,101.37,102.41,16.143,,93.22,93.656,41.935,102.496,35.0,101.637,103.25,84.202,67.04,,96.182,98.086,88.393,103.189,98.718,,100.194,98.349,,99.653,101.721,99.4,94.344,65.597,102.525,74.334,103.611,26.779
2020-08-05,80.965,87.279,100.429,101.41,103.387,16.144,,93.22,94.045,42.191,102.48,35.0,101.663,103.312,84.594,68.899,,96.182,97.508,88.341,103.189,98.406,,100.204,98.261,,98.89,102.074,99.276,94.312,65.597,102.575,74.66,104.11,26.778
2020-08-06,81.732,87.279,100.432,101.504,,16.146,,94.122,94.06,42.198,102.894,35.0,101.675,103.25,85.884,68.903,63.914,96.182,97.82,88.562,103.314,98.417,,100.225,98.471,,99.1,101.995,99.584,94.312,65.597,102.7,73.255,104.097,26.764
2020-08-07,83.883,87.279,100.434,101.745,,16.147,,94.122,94.064,42.191,103.303,35.0,101.662,103.25,85.593,75.896,64.421,97.15,97.358,88.605,103.252,98.326,99.1,100.208,98.736,99.922,98.874,102.137,99.858,94.15,65.592,102.625,72.483,104.044,26.764
